#;Indikator BHS;Indicator English;Focus Group;Concept;F;M;Y;T;Code 1;Code 2;Comments;Code 1 ;Subcode 1;Subcat 1 name;Code 2;Subcode 2;Subcat 2 name;Dimension 1;Dimension 2;M-F;Min (M,F,Y);Imp score;Imp-F;Imp-M;Imp-Y;Imp-Cat1;Imp-Cat2
227;Stanovnici u Mostaru su zadovoljni s radom svojih MZ.;People in Mostar are satisfied with the work of their MZ.;women;life together;2.0;;1.0;3;9.6;;;9;6.0;Mjesna zajednica;0;0;0;Rights & Dignity;0;2.0;1.0;1.040685;1.830508;0.0;0.915254;0.807309;0.0
233;Susjedi pokreću mikroinicijative u svojim naseljima (da se riješi problem nogostupa u Franjevačkoj ulici, da se očisti naselje);"The neighbors initiate small projects within their neigborhoods (to solve the sidewalk issue in Franjevačka street; to clean the neighbourhood)";women;life together;2.0;1.0;;3;3.2;6.12;;3;2.0;Public Ownership;6;12.0;Neighbor Relations;Culture & Society;Culture & Society;1.0;1.0;1.040685;1.830508;1.433628;0.0;0.126234;1.068182
234;Suživot je dio mentaliteta u Mostaru.;Coexistence is a part of Mostar mentality;men;life together;;2.0;1.0;3;6.11;1.3;;6;11.0;Cooperation & Coexistence;1;3.0;Social;Culture & Society;Culture & Society;-2.0;1.0;1.040685;0.0;2.867257;0.915254;0.078337;1.173913
237;Svaka osoba dobiva uslugu u Gradskoj upravi a da ne mora nikoga poznavati;Everyone can get service in the city government without having to know someone there;women;life together;1.0;2.0;;3;4.2;9.4;;4;2.0;Corruption;9;4.0;Accessibility;Rights & Dignity;Rights & Dignity;-1.0;1.0;1.040685;0.915254;2.867257;0.0;0.754658;0.976744
243;Teta (Nada) s prozora polijeva vodom djecu, bez obzira ko su;Miss (Nada) pours water on the children from her window regardless of who they are.;youth;life together;;;3.0;3;6.6;6.9;;6;6.0;Inter-generational Relations;6;9.0;Ethno-religious identity;Culture & Society;Culture & Society;;;1.040685;0.0;0.0;2.745763;0.078337;1.068182
263;U Mostaru ne vlada robovlasnički sistem i radnici uživaju radnička prava.;Mostar does not have a slave ownership system and workers enjoy workers' rights.;men;life together;1.0;;2.0;3;20.3;;;20;3.0;Worker's protection and rights;0;0;0;Economic Activity & Livelihoods;0;1.0;1.0;1.040685;0.915254;0.0;1.830508;0.18;0.0
283;U Podhumu ima više prostora za pješake;In Podhum there exists more space for pedestrians.;youth;life together;2.0;1.0;;3;21.3;3.1;;21;3.0;Pedestrian Safety;3;10.0;Open Spaces;Culture & Society;Culture & Society;;;1.040685;1.830508;1.433628;0.0;13.5;0.954545
294;U školama u Mostaru su isti nastavni planovi i programi.;Each school in Mostar has the same curriculum;men;life together;2.0;1.0;;3;19.3;;;19;3.0;School inclusiveness;0;0;0;Rights & Dignity;0;;;1.040685;1.830508;1.433628;0.0;1.446429;0.0
302;Ulice u Mostaru se ne zovu po ratnim zločincima.;There are no streets in Mostar named after the war criminals;men;life together;1.0;;2.0;3;7.1;;;7;10.0;Memorialization;0;0;0;Dealing with the Past;0;1.0;1.0;1.040685;0.915254;0.0;1.830508;7.363636;0.0
333;Žene rade i na drugim mjestima, ne samo trgovinama;Women don't only work in retail, but other places too;youth;life together;;1.0;2.0;3;22.1;20.2;;22;10.0;Gender norms;20;2.0;Hiring & employment;Culture & Society;Economic Activity & Livelihoods;-1.0;1.0;1.040685;0.0;1.433628;1.830508;9.0;0.81
